smiles,iron_reactive
c1cc(c(c(c1)O)O)O,1
Cc1c(ccc[n+]1Cc2cnc(nc2N)C)CCO[P@@](=O)(O)OP(=O)(O)O,1
c1c(cn[nH]1)I,1
CC(=O)NCCCCNCCCN,1
c1cnc(c2c1C(=O)NC=N2)n3cc(cn3)CCN,1
C[C@H]1CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O,1
c1cc(ccc1CNc2cnccc2C(=O)O)F,1
c1cc(cc(c1)O)c2ccnn2c3cc(ccn3)C(=O)O,1
C([C@@H]([C@@H](C(=O)CO)O)O)O,1
C[C@@H]([C@@](C)(C(=O)O)O)O,1
C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CC1)OCc2ccc(cc2Cl)Cl)N(C=O)O)c3ncc(cn3)F,1
Cc1c(c(on1)C)CCC2CCN(CC2)S(=O)(=O)C[C@](C)(C[C@H](C)c3ncc(cn3)F)N(C=O)O,1
c1cc(ccc1CN(CCCC(=O)NO)Cc2ccc(cc2)Cl)Cl,1
Cc1cc(ccc1F)CCC[N@](C)CC[C@@H](C[C@H](c2ccc(cc2)F)OC)C(=O)NO,1
c1cc(ccc1O[C@@H]2C[C@H](N(C2)S(=O)(=O)c3ccc(cc3)Cl)C(=O)NO)Cl,1
c1ccc(cc1)S(=O)(=O)c2ccc3c(c2)C(=O)N(C(=O)N3)O,1
[H]/N=C(/N)\NCCC[C@@H](C(=O)NCC(=O)NCC(=O)N)NC(=O)[C@H](Cc1ccc2ccccc2c1)CC(=O)NO,1
CP(=O)(O)OC1CCCCC1,1
CS(=O)(=O)Nc1cccc2c1nccc2,1
CN1c2ccccc2C(=O)C(=C1O)C(=O)NCC(=O)O,1
c1cc(c(cc1C2=C(C(=O)c3c(cc(cc3O2)O)O)O)O)O,1
c1ccc(cc1)c2ccc(cc2)S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O,1
C[C@H](C(F)(F)F)N1CN(N2C=CC(=O)C(=C2C1=O)O)[C@H]3c4ccccc4CSc5c3cccc5,1
Cc1c(sc(c1Cc2cnc(nc2N)C)[C@@H](C)O)CCO[P@](=O)(O)OP(=O)(O)O,1
Cc1cccc(c1)c2c[nH]nn2,1
c1cc(ccc1CCNC(=O)Cc2ccc(c(c2)Cl)O)S(=O)(=O)N,1
C[C@H](CS)C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)O,1
c1ccc(cc1)c2cc(on2)C[C@H](CP(=O)(c3ccc(cc3)Br)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N,1
c1cc(cc(c1)Cl)c2ccc(cc2)c3cc(on3)C[C@H](CP(=O)(c4ccc(cc4)Br)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N,1
C[C@@H](C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cc(no1)c2ccc(cc2)c3cccc(c3)Cl)CP(=O)(c4ccc(cc4)Br)O,1
C[C@@H](C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](Cc1cc(no1)c2ccccc2)CP(=O)(c3ccc(cc3)Br)O,1
C[C@H](CS)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)O,1
c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)O)N=CNC2=O,1
CC(C)(C)OC(=O)N[C@@H](c1ccc(cc1)n2cccn2)C(=O)NO,1
CC(C)(C)C(=O)N[C@H](c1ccc(cc1)n2cccn2)C(=O)NO,1
c1cc(cc(c1)N)C(=O)N[C@H](c2ccc(cc2)n3cccn3)C(=O)NO,1
CN(C(=O)C[C@@H](CCCCc1ccccc1)CP(=O)(O)O)O,1
Cc1cc(nc(n1)n2ccnc2)N3CCN([C@@H](C3)CC(=O)NCCc4ccc(cc4)OC)C(=O)C(C)C,1
c1cc(ccc1NC(=O)c2ccc(cc2Cl)[N+](=O)[O-])S(=O)(=O)N,1
c1cc(ccc1NC(=O)CSc2nnc(s2)N)S(=O)(=O)N,1
C([C@@H](C(=O)O)O)([C@@H](C(=O)O)O)O,1
C([C@H](C([C@H](CO)O)O)O)O,1
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(C[P@](=O)(O)OCC4C([C@H]([C@@H](O4)O)O)O)O)O)O)N,1
[B-]1(c2cc(ccc2CO1)NC(=O)Nc3cc(ccc3OC)C)(O)O,1
CN(C(=O)C[C@@H](CCCc1ccccc1)CP(=O)(O)O)O,1
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[P@](=O)(N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)O)O)O)O)O,1
C(=O)[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O,1
C([C@H]([C@H](C(=O)NO)O)O)OP(=O)(O)O,1
CN(C(=O)C[C@@H](CP(=O)(O)O)c1ccccc1)O,1
C[C@@](CCN1C=CC(=CC1=O)c2ccccc2)(C(=O)NO)S(=O)(=O)C,1
Cn1c(nnc1S)C(F)(F)F,1
C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O)O,1
c1cc(cnc1)CC(O)(P(=O)(O)O)P(=O)(O)O,1
CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,1
Cc1nnc(o1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCc3ccc(cc3)F,1
c1ccc(cc1)[C@H](C(=O)O)O,1
C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,1
CCOC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)CC(=O)NO,1
C([C@@H]([C@@H]([C@@H](C=O)O)O)O)O,1
C(C[C@H](C(=O)O)[N@](CO)O)CN1C(=O)[C@@]2([C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC1=O,1
C(C[C@@H](C(=O)O)[N@](CO)O)CN1C(=O)[C@@]2([C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC1=O,1
C[C@H]1[C@@H]([C@H]([C@H](c2n1nnn2)O)O)O,1
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H]1Cc2cn(c3c2cccc3)CCCCCCNC1=O,1
c1cc(ccc1Oc2ccc(cc2)Cl)S(=O)(=O)CC3(CCOCC3)C(=O)NO,1
c1ccc(cc1)Oc2ccc(cc2)S(=O)(=O)C3(CCOCC3)CC(=O)NO,1
CC(C)C[C@H](CC(=O)O)C(=O)N[C@H]1Cc2cn(c3c2cccc3)CCCCCCNC1=O,1
C1C[C@H]2CC(C[C@H]2NC1)(P(=O)(O)O)P(=O)(O)O,1
c1ccc(cc1)[C@H](C(=O)O)S,1
C1[C@@H]([C@@H]([C@](O1)(CO)O)O)O,1
c1ccc(cc1)CC(NC(=O)OCc2ccccc2)[P@](=O)(C3CCC[C@H]3C(=O)N[C@@H](Cc4c[nH]c5c4cccc5)C(=O)O)O,1
C[C@H](C[P@@](=O)([C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)C)O)C(=O)N[C@@H](C)C(=O)N,1
c1ccc(cc1)CCC[C@H](C[P@@](=O)([C@@H](Cc2ccccc2)NC(=O)OCc3ccccc3)O)C(=O)N[C@@H](Cc4c[nH]c5c4cccc5)C(=O)N,1
CCCNC(=O)c1ccc(cc1)S(=O)(=O)N,1
c1cc(ccc1C(=O)NCC(C(C(F)(F)F)(F)F)(F)F)S(=O)(=O)N,1
CCCCCNC(=O)c1ccc(cc1)S(=O)(=O)N,1
c1cc(ccc1C(=O)NCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)N,1
CCCCCCNC(=O)c1ccc(cc1)S(=O)(=O)N,1
C[C@@H](CP(=O)(O)O)O,1
COC(=O)[C@H](Cc1ccc(cc1)Br)NC(=O)CCCCCCC(=O)NO,1
Cc1c(sc(c1Cc2cnc(nc2N)C)[C@H](C)O)CCO[P@](=O)(O)OP(=O)(O)O,1
[B-](CCSC[C@@H](C(=O)O)N)(O)(O)O,1
C(CC(=O)O)[C@@H](C(=O)O)O,1
c1ccc2c(c1)CCN(CC2)c3cc(nc(n3)c4ccccn4)NCCCO,1
c1cc(ccc1CCO)S(=O)(=O)N,1
CC(=O)Nc1ccc(c(c1)c2cc(ccn2)C(=O)O)O,1
CCC(=O)Oc1c(cccc1C(=O)O)C,1
c1cc(c(c(c1Cl)/C=C(/C(=O)O)\S)Cl)Cl,1
c1ccc(cc1)c2ccc(c(c2)CS)C(=O)O,1
c1cc(ccc1NC(=O)NC2CCCC2)S(=O)(=O)N,1
C([C@@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O,1
Cn1cnnc1C2CCN(CC2)c3c(cccn3)c4ccc(nc4)F,1
Cc1cccc(c1OC(=O)C2CC2)C(=O)O,1
c1ccc2c(c1)C(=O)N(S2(=O)=O)CC(=O)O,1
c1cc(cc(c1)F)CCCNCc2ccnc(n2)n3ccnc3,1
c1cc(ccc1C(=O)NCCCCN)S(=O)(=O)N,1
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,1
c1cc(ccc1N)S(=O)(=O)N,1
c1ccc(cc1)CCCN(CO)O,1
CC[C@H](CNC(=O)c1ccc(cc1)S(=O)(=O)N)c2ccc3c(c2)cc[nH]3,1
C[C@](CCO[P@@](=O)(O)OP(=O)(O)O)(CBr)O,1
C[C@H](CNC(=O)c1ccc(cc1)S(=O)(=O)N)Cn2ccc3c2cccc3,1
C[C@@H](CNC(=O)c1ccc(cc1)S(=O)(=O)N)Cn2ccc3c2cccc3,1
CCCCC\C=C\CC(C\C=C\CCCCC)(P(=O)(O)O)P(=O)(O)O,1
CC(C)[C@H](C(=O)O)OC(=O)[C@H](C(=O)S)NC(=O)CCC[C@@H](C(=O)O)N,1
C([C@@H](C(=O)O)N)C(=O)NO,1
c1c(cc(c(c1Cl)N)Cl)S(=O)(=O)N,1
C(CS(=O)(=O)N)SC[C@@H](C(=O)O)N,1
C([C@H]([C@@H]([C@H](C(=O)CO)O)O)O)O,1
c1cc(c(cc1Cl)Cl)C(P(=O)(O)O)S,1
CCCCCCC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)C,1
Cc1ccc(c(c1CC[C@H]2[C@@H]3CCC(=O)[C@]3(CCC2=O)C)O)O,1
CCCC[C@H](CC(=O)NO)c1nc(no1)Cc2ccc(cc2)C(=O)OC,1
C([C@H]1[C@@H]([C@@H]([C@](O1)(CO)O)O)O)O,1
CCCC[C@H](CC(=O)NO)c1nc(no1)Cc2ccc(cc2)F,1
c1cc(c(cc1S(=O)(=O)N)[N+](=O)[O-])N2CCCC2=O,1
CN1c2ccc(cc2C(=O)S1)S(=O)(=O)N,1
CC(=O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC(=O)C)O)O)COS(=O)(=O)N,1
CC(=O)O[C@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)O)COS(=O)(=O)N,1
CC(=O)O[C@@H]1[C@H](O[C@@H]([C@H]([C@H]1OC(=O)C)O)O)COS(=O)(=O)N,1
c1ccc(cc1)NC(=O)CCCCCCC(=O)NO,1
Cc1c(c(nc(n1)c2ccccn2)N[C@H](Cc3ccccc3)C(=O)N)Cl,1
c1cc(c(cc1F)F)[C@]23CO[C@H](C[C@H]2CSC(=N3)N)c4c[nH]nc4,1
C(CC(=O)O)C(=O)O,1
c1ccc(cc1)CNC2[C@H]([C@H]([C@H]([C@H]2O)O)O)O,1
c1cc(ccc1CC2(CCN(CC2)CC3CCCCC3)C(=O)/C=C(/C(=O)O)\O)Cl,1
C=C(C[SeH])C(=O)N1CCCC1C(=O)O,1
CSCC[C@H](C(=O)O)NC(=O)CCC(=O)O,1
c1ccc(cc1)[C@@H](C(=O)O)O,1
CC1(O[C@H]2[C@H]3[C@@H](CO[C@]2(O1)COS(=O)(=O)N)OS(=O)(=O)O3)C,1
C1[C@@H](C(=O)NC1=O)N,1
C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,1
C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,1
CC(=O)NCCCNCCCCNCCCN,1
COc1ccc(cc1)S(=O)(=O)[N@@]2CC(C[C@@H]2C(=O)NO)NOC,1
C(C(=O)C(=O)O)S(=O)(=O)O,1
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=S)(O)O)O)O)N,1
c1cc2c(cc1O)c(c[nH]2)CCN,1
CC(C)C[C@H](CS(=N)(=N)C)C(=O)N[C@H]1Cc2cn(c3c2cccc3)CCCCCCNC1=O,1
[C@H]([C@H](C(=O)O)O)(C(=O)O)O,1
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)NC(=O)[C@H](CO)N)O)O)N,1
CCCC[C@H]1CC[S@](=O)C1,1
C1[C@H]([C@@H]([C@H]([S@@+]1C[C@@H]([C@@H](CO)OS([O-])([O-])[O-])O)CO)O)O,1
C1[C@H]([C@@H]([C@H]([Se@@+]1C[C@H](C(CO)OS([O-])([O-])[O-])O)CO)O)O,1
C1[C@H]([C@@H]([C@H]([S@@+]1C[C@H](C(CO)OS([O-])([O-])[O-])O)CO)O)O,1
C([C@@H](C([C@H](CO)O)O)O)O,1
c1cc(ccc1C(=O)NCCCCNCS)S(=O)(=O)N,1
CCCCCCCCCCCCCCCCCC(=O)O,1
CC(C)C[C@H](CN(C=O)O)C(=O)O,1
c1ccc(cc1)C[C@H](CS)c2[nH]c3cc[nH+]cc3n2,1
COc1ccc2c(c1)OC(=O)C=C2CC(=O)Nc3ccc(cc3)S(=O)(=O)N,1
c1cc(ccc1NC(=S)OCCc2ccsc2)S(=O)(=O)N,1
CS(C)CC(O)(P(=O)(O)O)P(=O)(O)O,1
c1nc2c(n1CC(COCP(=O)(O)O)COCP(=O)(O)O)NC(=NC2=O)N,1
c1ccc(cc1)P(=O)(O)O,1
CC(=O)N1CCC(CC1)Cc2ccc(cc2)F,1
C1C[C@H]([C@@H]2[C@@H]([C@@H](C[N@]2C1)O)O)O,1
c1cc2c(cc1N)S(=O)(=O)NC2=O,1
c1cc(ccc1C(=O)N[C@@H](CCC(=O)N[C@@H](COP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O)C(=O)O)C(=O)O)F,1
c1cc(ccc1CSc2[nH]cnn2)F,1
c1cc(c(cc1Cl)Cl)CSc2[nH]c(nn2)N,1
Cc1ccc(cc1NCc2ccccc2)C(=O)NO,1
C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2NC(=O)[C@H](CC3CCCCC3)NS(=O)(=O)N[C@@H](CCCCN)C(=O)O,1
C1CCC(CC1)C[C@@H](C(=O)NC23CC4CC(C2)CC(C4)C3)NS(=O)(=O)N[C@@H](CCCCN)C(=O)O,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@](CO)([C@H]([C@@H](COP(=O)(O)O)O)O)O)CCO[P@@](=O)(O)OP(=O)(O)O,1
c1ccc(cc1)C(=O)Nc2cc(ccc2Cl)C(=O)NO,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@](CO)([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)CCO[P@@](=O)(O)OP(=O)(O)O,1
COc1ccc(cc1NC(=O)c2ccc(cc2Cl)Cl)C(=O)NO,1
CCCCCCOc1ccnc(c1)NC(P(=O)(O)O)P(=O)(O)O,1
c1ccc2c(c1)c(c[nH]2)C[C@H](C(=O)Nc3ccncc3)NC(=O)c4ccc(cc4F)N5CCN(CC5)S(=O)(=O)c6cccs6,1
C([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O,1
[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,1
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(OP(=O)(O)OP(=O)(O)O)S)O)O)N,1
C[C@H](CP(=O)(O)O)O,1
c1ccc(c(c1)/C=C/C(=O)NO)Cl,1
C[C@H](C(=O)O)NS(=O)(=O)c1ccc(cc1)OC,1
CC(C)(C)[C@](CCc1ccc(cc1)Cl)(Cn2cncn2)O,1
Cc1ccc(cc1)C(=O)c2cc(c(c(c2)O)O)[N+](=O)[O-],1
C(CCO)CN(C(=O)COP(=O)(O)O)O,1
C(CCOP(=O)(O)O)CN(C(=O)COP(=O)(O)O)O,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@H](CCC(=O)O)O)CCOP(=O)(O)OP(=O)(O)O,1
Cc1ncc(c(n1)N)CN2C(=C(SC2=C(CCC(=O)O)O)CCO[P@](=O)(O)OP(=O)(O)O)C,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@@H](CCCC(=O)O)O)CCOP(=O)(O)OP(=O)(O)O,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@H](CCCC(=O)O)O)CCOP(=O)(O)OP(=O)(O)O,1
CC(C)(C)\C=C\[C@H]([C@@H]([C@H]([C@H](C(=O)N[C@H]1CC[C@H](CNC1=O)O)OC)O)O)O,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@@](C)(O)[P@@](=O)(O)OC)CCO[P@@](=O)(O)OP(=O)(O)O,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@](C)(C(=O)O)O)CCO[P@@](=O)(O)OP(=O)(O)O,1
Cc1ncc(c(n1)N)CN\2C(=C(S/C2=C(\C)/O)CCO[P@@](=O)(O)OP(=O)(O)O)C,1
Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO[P@@](=O)(O)O[P@](=O)(O)[O-],1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C@H](C)O)CCOP(=O)(O)OP(=O)(O)O,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,1
Cc1c(c(nc(n1)c2ccccn2)NCCNc3cccc(n3)C(F)(F)F)Cl,1
Cc1c(c(nc(n1)c2ccccn2)NCCNc3ccc(cn3)C(F)(F)F)Cl,1
CCCCNCC(=O)NCCc1ccc(cc1)S(=O)(=O)N,1
CC(=O)[C@H]([C@H]([C@@H](CO)O)O)O,1
CC(=O)[C@@H]([C@@H]([C@H](CO)O)O)O,1
C[C@@H](C(=O)[C@H]([C@@H](CO)O)O)O,1
c1cc(c(cc1O)O)S,1
c1cc(c(cc1O)O)SO,1
Cc1ncc(c(n1)N)CN\2C(=C(S/C2=C(\CO)/O)CCO[P@@](=O)(O)OP(=O)(O)O)C,1
C([C@H]([C@@H](C(=O)[O-])O)O)O,1
C1CN(C(=O)NC1=O)C2C[C@@H]([C@H](O2)CO)O,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C-](C(C)C)O)CCO[P@@](=O)(O)OP(=O)(O)O,1
Cc1c(sc([n+]1Cc2cnc(nc2N)C)[C-](c3ccccc3)O)CCO[P@](=O)(O)OP(=O)(O)O,1
CC[C@H](C)[C-](c1[n+](c(c(s1)CCO[P@](=O)(O)OP(=O)(O)O)C)Cc2cnc(nc2N)C)O,1
CCCCC[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O)S,1
c1ccc(cc1)C[C@@H](C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)O)NC(=O)[C@H](Cc3ccccc3)S,1
c1ccc(cc1)C[C@@H](C(=O)NCC(=O)N2[C@H](CC[C@H]2C(=O)O)c3ccccc3)S,1
c1ccc(cc1)C[C@H](CS)C(=O)NCC(=O)O,1
C[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)C)P(=O)(C[C@@H](CCc2ccccc2)C(=O)O)O,1
[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,1
Cc1ccc(c(c1)S)S,1
C([C@H]([C@H]([C@H]([C@@H](CO)O)O)O)O)O,1
CC1=C(C(=S)C=CO1)O,1
CC1=CC(=S)C(=CO1)O,1
c1ccc2c(c1)[nH]c(n2)c3cscn3,1
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O,1
CC(C)C[C@H]([C@@H](C(=O)NO)O)C(=O)N[C@@H](c1ccccc1)C(=O)O,1
CN1C2=NC(=O)N(C(=O)C2=NC=N1)C,1
C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4n5cnc6c5cccc6)C)O,1
CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,1
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,1
Cc1ncc(c(n1)N)CN/C(=C(/CCO[P@](=O)([O-])O[P@@](=O)(O)[O-])\S)/C,1
c1cc(sc1)CNS(=O)(=O)c2ccc(s2)S(=O)(=O)N,1
c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,1
Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCOP(=O)(O)O,1
Cc1c(nnn1Cc2cnc(nc2N)C)CCO[P@](=O)(O)OP(=O)(O)O,1
Cc1c(csc1CCO[P@@](=O)(O)OP(=O)(O)O)Cc2cnc(nc2N)C,1
c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)NS(=O)(=O)c3ccc(c(c3)C(F)(F)F)Cl,1
c1cnc(nc1)CCC[C@@H](CS(=O)(=O)N2CCN(CC2)c3ccc(cn3)Br)N(C=O)O,1
c1cc2c(cc1N)c(ccn2)n3cncn3,1
CC(C)[C@@H](C(=O)OC)NC(=O)CNC(=O)[C@H](CS)NCc1ccc(cc1)c2ccccc2,1
CC1=C(C(=O)C[C@@H](C1=O)O)O,1
C(C(CO)(CO)[NH3+])O,1
c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)N[C@@H](N2)C(Cl)Cl,1
C[C@H]([C@@H](C(=O)NS(=O)(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)N)O,1
C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,1
C(C(=O)[O-])(C(=O)[O-])O,1
c1ccc2c(c1)c(c[nH]2)C[C@H](C(=O)Nc3ccncc3)NC(=O)c4ccc(cc4F)c5cc(ccc5F)F,1
c1ccc(cc1)c2c3cc(ccc3[nH]c2C(=O)NN)S(=O)(=O)N,1
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](CO[C@@H]([C@H]1O)CO)CC(=O)NO,1
c1ccc2c(c1)c(c[nH]2)C[C@H](C(=O)Nc3ccncc3)NC(=O)c4ccc(cc4F)N5CCN(CC5)c6ccc(cc6)Cl,1
C([C@@H]([C@H](C(NO)O)O)O)OP(=O)(O)O,1
C[C@H]([C@@H](C(=O)O)NC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cnc3c2ncnc3N)O)O)O,1
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO[P@](=O)(O)OP(=O)(O)O)O,1
c1cc(ccc1C[C@@H](C(=O)O)O)O,1
C1CN(C(=O)N[C@@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,1
Cc1ncc(c(n1)N)CN2C(=C(SC2=O)CCO[P@@](=O)(O)OP(=O)(O)O)C,1
c1cc(cc(c1)N)Cn2cncn2,1
C[C@@H](C(=O)NCC(=O)OC)NC(=O)[C@H]([C@@H](c1ccc(cc1)C(F)(F)F)N)O,1
c1cc(cc(c1)/N=N/C2=C(N=NC2=N)N)C(F)(F)F,1
[H]/N=C/1\C(=C(N=N1)N)/N=N/c2ccc(cc2)F,1
[H]/N=C\1/C(=C(N=N1)N)/N=N/c2cccc(c2)C(=O)O,1
Cc1ccc(cc1)[C@H]([C@@H](C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)OC)O)N,1
CC(C)C[C@H](C(=O)OC)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](c1ccc(cc1)C(C)C)N)O,1
CCCC[C@H]([C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)OC)O)N,1
[H]/N=C\1/C(=C(N=N1)N)/N=N/c2ccccc2C(F)(F)F,1
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)(O)O[P@](=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)F)O)O,1
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,1
CCc1c(c2cc(ccc2n1Cc3ccccc3)OCCCP(=O)(O)O)CC(=O)N,1
c1ccc(cc1)S(=O)(=O)Nc2cccnc2C(=O)O,1
c1c(c2c([nH]1)c(ncn2)N)[C@H]3[C@@H]([C@@H]([C@H](N3)CO)O)O,1
CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](C)N[P@](=O)(CNC(=O)OCc1ccccc1)O,1
CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N[P@](=O)(CNC(=O)OCc1ccccc1)O,1
CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)NP(=O)(CNC(=O)OCc1ccccc1)O,1
CC(C)C[C@@H](C(=O)NCC(=O)O)NP(=O)(CNC(=O)OCc1ccccc1)O,1
CCNC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,1
CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,1
CCC[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,1
CC(C)C[C@@H](C(=O)NC)NP(=O)(CNC(=O)OCc1ccccc1)O,1
C[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,1
CC[C@@H](C(=O)O)NC(=O)[C@H](CC(C)C)NP(=O)(CNC(=O)OCc1ccccc1)O,1
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,1
CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,1
CC(C)(C)[C@@H](C(=O)N(CC1CCCC1)CC(=O)NO)NC(=O)Nc2cc(cc(c2)F)F,1
c1cc(cnc1)N(c2ccc(cc2)C(F)(F)F)C3CCN(CC3)c4ccc(cn4)C(F)(F)F,1
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)(O)O[P@@](=O)(O)OCCCCCCN)O)O,1
